objectid,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,standardized rights,format original,type,format,object_template,object_download,image_small,image_thumb
twrs222,DSC_0473.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0473,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0473.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0473_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0473_th.jpg
twrs223,DSC_0475.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0475,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0475.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0475_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0475_th.jpg
twrs224,DSC_0476.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0476,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0476.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0476_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0476_th.jpg
twrs225,DSC_0477.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0477,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0477.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0477_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0477_th.jpg
twrs226,DSC_0478.JPG,Arrowhead,,Arrowhead,,,Indigenous Tribe,,,,,DSC_0478,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0478.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0478_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0478_th.jpg
twrs227,DSC_0479.JPG,Jess Taylor's Rocking Chair,,Jess Taylor's Rocking Chair,,,Jess Taylor,45.102346,-114.851441,,,DSC_0479,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0479.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0479_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0479_th.jpg
twrs228,DSC_0480.JPG,Jess Taylor's Rocking Chair,,Jess Taylor's Rocking Chair,,,Jess Taylor,45.102346,-114.851441,,,DSC_0480,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/DSC_0480.JPG,https://webpages.uidaho.edu/library/twrs/objects/small/dsc_0480_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/dsc_0480_th.jpg
twrs229,PXL_20201019_160415006.jpg,Rake and Mower for Haying,,The mower and rake once used for haying the airstrip and pasture at Taylor Ranch. Both pieces of machinery were used with mules.,,1939-1951,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160415006,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160415006.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160415006_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160415006_th.jpg
twrs230,PXL_20201019_160402168.jpg,IHC Mower Serial Number,,International Harverster Co. (IHC) Mower Serial Number. This was the last model of horse drawn sickle mowers made by International. ,,1939-1951,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160402168,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160402168.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160402168_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160402168_th.jpg
twrs231,PXL_20201019_160358585.jpg,IHC No. 9 Mower,,International Harverster Co. (IHC) No. 9 Mower. This was the last model of horse drawn sickle mowers made by International. ,,1939-1951,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160358585,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160358585.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160358585_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160358585_th.jpg
twrs232,PXL_20201019_160346435.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160346435,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160346435.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160346435_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160346435_th.jpg
twrs233,PXL_20201019_160338485.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160338485,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160338485.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160338485_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160338485_th.jpg
twrs234,PXL_20201019_160325609.jpg,IHC McCormick Rake,,International Harverster Co (IHC) McCormick Rake,,,Jess Taylor; Jim Akenson; Holly Akenson,45.103173,-114.85232,,,PXL_20201019_160325609,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/PXL_20201019_160325609.jpg,https://webpages.uidaho.edu/library/twrs/objects/small/pxl_20201019_160325609_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pxl_20201019_160325609_th.jpg
twrs235,https://digital.lib.uidaho.edu/digital/collection/pg1/id/2866,Wildlife Resources. University of Idaho. Dr. Maurice Hornocker and mountain lion in the central Idaho primitive area. [255-4],,1968 photograph of Wildlife Resources. Dr. Maurice Hornocker examining a mountain lion,1968,,maurice hornocker; mountain lion,,,"PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives,",,PG1_255-04,"Digital Image Copyright 2013, University of Idaho Library",,8x10 black and white print,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://digital.lib.uidaho.edu/digital/collection/pg1/id/2866,https://webpages.uidaho.edu/library/twrs/objects/small/pg1_255-04_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pg1_255-04_th.jpg
twrs236,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho857.html,"Cave near Cave Creek, Big Creek","Benedict, M.S.",A view of a Cave near Cave Creek and Big Creek in the Salmon-Challis National Forest.,1937,,big creek; cave creek,45.134562,-114.95419,IntermtnPics37,USFS Number:363487,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho857.html,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs237,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho966.html,Riding along river at Taylor Ranch,,Riding along river at Taylor Ranch,1954,,big creek; taylor ranch; airstrip,45.102978,-114.852065,Payette120,,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho966.html,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs238,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho1029.html,"Dave Lewis Ranch, Big Creek 2","Benedict, M.S.",View of the Lewis Place and up Pioneer Creek from the first bench across Big Creek. ,1937,,big creek; dave lewis; taylor ranch; pioneer creek,45.10561,-114.847354,IntermtnPics56,USFS Number:363442,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho1029.html,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs239,https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho215.html,Trail bridge at Taylor Ranch on Big Creek,Hockaday,View of the bridge leading across Big Creek from the trail to Taylor Ranch. ,1957,,big creek; taylor ranch,45.103971,-114.849992,Payette87,,,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/archivalidaho/items/archivalidaho215.html,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs240,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll12/id/54/rec/3,Senator William E. Borah Fishing,,Senator William E. Borah fishing near Edwardsburg on Big Creek in primitive area.,1927-08-02,,big creek; Senator Borah,,,Idaho State Historical Society,,,Copyright Idaho state Historical Society 2012. Permission is required for use in any form. For further information please contact the Idaho state Archives.,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll12/id/54/rec/3,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs241,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll27/id/3/rec/2,Davis Lewis Ranch,Ansgar Johnson Sr.,Our main camp at ranch of Uncle Davis Lewis on Big Creek,1928-10,,dave lewis; big creek; taylor ranch,45.08047,-114.96288,Idaho State Historical Society,,,For more information regarding reproduction or use of images visit http://history.idaho.gov/isa-photographs or contact the Idaho State Archives: public.archives@ishs.idaho.gov (208) 334-2620,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll27/id/3/rec/2,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs242,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll17/id/15/rec/1,Big Creek,,"South Fork opposite Hopkins Ranch, Big Creek. Gallagher in distance.",,1911-1914,big creek,,,U.S. Forest Service,,,Image may be protected by Copyright Law. Contact Idaho State Archives for permission to use. public.archives@ishs.idaho.gov,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll17/id/15/rec/1,https://webpages.uidaho.edu/library/twrs/objects/small/_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/_th.jpg
twrs243,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker557.html,Mules outside log cabin at Big Creek,,A corral of mules congregate near a log cabin at Big Creek. A man stands near them.,,1933,big creek; history,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 26",,PG26-S3-148,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker557.html,https://webpages.uidaho.edu/library/twrs/objects/small/pg26-s3-148_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pg26-s3-148_th.jpg
twrs244,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker552.html,Stonebraker hunting trip [07],,A dog growls at a chained cougar cub pawing a tree at Big Creek.,,1930,big creek; history; mountain lion,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 26",,PG26-S3-143,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker552.html,https://webpages.uidaho.edu/library/twrs/objects/small/pg26-s3-143_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pg26-s3-143_th.jpg
twrs245,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker361.html,Sheepeater Monument near Thunder Mountain,,"Sheepeater Monument stands ten miles down Monumental Creek from the town of Roosevelt near Thunder Mountain. ""Sheepeater Monument Rock, 95 feet high.""",,1902,history; monumental creek; sheepeater monument,44.950188,-115.133438,"William Allen Stonebraker Photographs, Photo Group 27",,26-P002,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker361.html,https://webpages.uidaho.edu/library/twrs/objects/small/26-p002_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/26-p002_th.jpg
twrs246,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker175.html,Hunting near Big Creek [01],,Horses corralled into forested area. Pack horses have deer carcasses strapped to them.,,1903,history; big creek; hunting,44.950188,-115.133438,"William Allen Stonebraker Photographs, Photo Group 28",,26-P047,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker175.html,https://webpages.uidaho.edu/library/twrs/objects/small/26-p047_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/26-p047_th.jpg
twrs247,https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker157.html,Snowy Cabin at Big Creek,,Dog at doorway of snow covered log cabin near Big Creek. An axe is forked into the roof.,,1903,history; big creek,45.6239,-115.5136,"William Allen Stonebraker Photographs, Photo Group 29",,26-P031,,,,Image;StillImage,image/jpg,image,https://webpages.uidaho.edu/library/twrs/objects/https://www.lib.uidaho.edu/digital/stonebraker/items/stonebraker157.html,https://webpages.uidaho.edu/library/twrs/objects/small/26-p031_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/26-p031_th.jpg
