objectid,parentid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,rightsstatement,format original,youtubeid,type,format,object_template,object_download,image_small,image_thumb
,twrs050,artifacts,DSC_0173.JPG,Stuffed Little Brown Bat,,Little Brown Bat found dead at Taylor Ranch in the cabin near riparian meadow. Collected by Holly Akenson,1987-08-20,,Little Brown Bat; Holly Akenson; Taxidermy; Research,,,,,DSC_0173,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0173.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0173_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0173_th.jpg
,twrs050,artifacts,DSC_0174.JPG,Stuffed Little Brown Bat,,Little Brown Bat found dead at Taylor Ranch in the cabin near riparian meadow. Collected by Holly Akenson,1987-08-20,,Little Brown Bat; Holly Akenson; Taxidermy; Research,,,,,DSC_0174,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0174.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0174_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0174_th.jpg
,twrs050,artifacts,DSC_0175.JPG,Stuffed Little Brown Bat,,Little Brown Bat found dead at Taylor Ranch in the cabin near riparian meadow. Collected by Holly Akenson,1987-08-20,,Little Brown Bat; Holly Akenson; Taxidermy; Research,,,,,DSC_0175,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0175.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0175_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0175_th.jpg
,twrs050,artifacts,DSC_0176.JPG,Stuffed Little Brown Bat,,Little Brown Bat found dead at Taylor Ranch in the cabin near riparian meadow. Collected by Holly Akenson,1987-08-20,,Little Brown Bat; Holly Akenson; Taxidermy; Research,,,,,DSC_0176,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0176.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0176_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0176_th.jpg
twrs057,,artifacts,DSC_0177.JPG,Stuffed Yellow-rumped warbler,,Front of Yellow-rumped Warbler male in breeding plumage. Collected by Melanie Thongs. ,2015-10-10,,Yellow-rumped Warbler; Melanie Thongs; Taxidermy; Research,,,,,DSC_0177,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0177.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0177_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0177_th.jpg
,twrs057,artifacts,DSC_0178.JPG,Stuffed Yellow-rumped warbler,,Back of Yellow-rumped Warbler male in breeding plumage. Collected by Melanie Thongs. ,2015-10-10,,Yellow-rumped Warbler; Melanie Thongs; Taxidermy; Research,,,,,DSC_0178,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0178.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0178_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0178_th.jpg
twrs059,,artifacts,DSC_0179.JPG,Stuffed SawWhet Owl,,Front of Saw-whet Owl found at the Taylor Cabin under the Mountain Ash Tree. ,1985-12-09,,Saw-whet Owl; Holly Akenson; Taxidermy; Research,,,,,DSC_0179,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0179.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0179_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0179_th.jpg
,twrs059,artifacts,DSC_0181.JPG,Stuffed SawWhet Owl,,Back of Saw-whet Owl found at the Taylor Cabin under the Mountain Ash Tree. ,1985-12-09,,Saw-whet Owl; Holly Akenson; Taxidermy; Research,,,,,DSC_0181,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0181.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0181_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0181_th.jpg
twrs061,,artifacts,DSC_0184.JPG,Stuffed Western Tanagers,,Backs of Male and Female Western Tanager found dead at Taylor Ranch Lab after a cold snap. Collected and Mounted by Holly Akenson. ,1988-05-31,,Western Tanager; Holly Akenson; Taxidermy; Research,,,,,DSC_0184,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0184.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0184_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0184_th.jpg
,twrs061,artifacts,DSC_0185.JPG,Stuffed Western Tanagers,,Backs of Male and Female Western Tanager found dead at Taylor Ranch Lab after a cold snap. Collected and Mounted by Holly Akenson. ,1988-05-31,,Western Tanager; Holly Akenson; Taxidermy; Research,,,,,DSC_0185,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0185.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0185_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0185_th.jpg
,twrs061,artifacts,DSC_0186.JPG,Stuffed Western Tanagers,,Fronts of Male and Female Western Tanager found dead at Taylor Ranch Lab after a cold snap. Collected and Mounted by Holly Akenson. ,1988-05-31,,Western Tanager; Holly Akenson; Taxidermy; Research,,,,,DSC_0186,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0186.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0186_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0186_th.jpg
twrs064,,artifacts,DSC_0187.JPG,Bighorn Sheep Ram Horns,,Bighorn Sheep Ram Horns,,,Bighorn Sheep; Research,45.102402,-114.850242,,,DSC_0187,,,,,Image;StillImage,image/jpg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0187.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0187_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0187_th.jpg
twrs065,,artifacts,DSC_0188.JPG,Bobcat Stomach Worms,,Bobcat Stomach Worms collected by Holly Akenson,2002-04-06,,Bobcat; Holly Akenson; Research,45.102402,-114.850242,,,DSC_0188,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0188.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0188_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0188_th.jpg
,twrs065,artifacts,DSC_0189.JPG,Bobcat Stomach Worms,,Bobcat Stomach Worms collected by Holly Akenson,2002-04-06,,Bobcat; Holly Akenson; Research,45.102402,-114.850242,,,DSC_0189,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0189.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0189_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0189_th.jpg
,twrs065,artifacts,DSC_0190.JPG,Bobcat Stomach Worms,,Bobcat Stomach Worms collected by Holly Akenson,2002-04-06,,Bobcat; Holly Akenson; Research,45.102402,-114.850242,,,DSC_0190,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0190.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0190_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0190_th.jpg
twrs068,,artifacts,DSC_0191.JPG,Mountain Lion Hide,,Mountain Lion Hide,,,Mountain Lion; Taxidermy; Research,45.102402,-114.850242,,,DSC_0191,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0191.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0191_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0191_th.jpg
,twrs068,artifacts,DSC_0192.JPG,Mountain Lion Hide,,Mountain Lion Hide,,,Mountain Lion; Taxidermy; Research,45.102402,-114.850242,,,DSC_0192,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0192.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0192_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0192_th.jpg
twrs070,,artifacts,DSC_0193.JPG,Mountain Lion Paw,,Mountain Lion Paw,,,Mountain Lion; Taxidermy; Research,45.102402,-114.850242,,,DSC_0193,,,,,Image;StillImage,image/jpg,image,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0193.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0193_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0193_th.jpg
twrs071,,artifacts,DSC_0196.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0196,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0196.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0196_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0196_th.jpg
,twrs071,artifacts,DSC_0197.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0197,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0197.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0197_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0197_th.jpg
,twrs071,artifacts,DSC_0198.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0198,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0198.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0198_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0198_th.jpg
,twrs071,artifacts,DSC_0199.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0199,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0199.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0199_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0199_th.jpg
,twrs071,artifacts,DSC_0200.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0200,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0200.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0200_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0200_th.jpg
,twrs071,artifacts,DSC_0201.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0201,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0201.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0201_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0201_th.jpg
,twrs071,artifacts,DSC_0202.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0202,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0202.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0202_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0202_th.jpg
,twrs071,artifacts,DSC_0203.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0203,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0203.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0203_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0203_th.jpg
,twrs071,artifacts,DSC_0204.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0204,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0204.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0204_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0204_th.jpg
,twrs071,artifacts,DSC_0205.JPG,Cooking Trunk,,"W.H. Bolles Cooking Trunk. In the days before gasoline drums, gasoline was sold in 5-gallon cans, two cans to a wooden box, for use in areas remote from service stations. These boxes were in common use among horse campers for carrying ""the kitchen"", as it was known. They fitted nicely into canvas pack saddle bags known as an alforjas (Spanish name) which were suspended from the pack saddle by leather looops. I reinforced them with metal strips, added covers and locks and used them when horse camping in Idaho, Wyoming, Washington, and Oregon. The nest of aluminum kettles, cast iron frying pan, break proof egg carton and other items were very useful to horse campers of that bygone era. These items are being sent to the Taylor Ranch for display among their archives. ",1926,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0205,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0205.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0205_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0205_th.jpg
twrs081,,artifacts,DSC_0206.JPG,Star Egg Carriers & Trays,,Star Egg Carriers & Trays from W.H. Bolles cooking trunk,,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0206,,,,,Image;StillImage,image/jpg,compound_object,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0206.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0206_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0206_th.jpg
,twrs081,artifacts,DSC_0207.JPG,Star Egg Carriers & Trays,,Star Egg Carriers & Trays from W.H. Bolles cooking trunk,,,W.H. Bolles; Kitchenware,45.102402,-114.850242,,,DSC_0207,,,,,Image;StillImage,image/jpg,,https://www.lib.uidaho.edu/digital/objects/twrs/DSC_0207.JPG,https://www.lib.uidaho.edu/digital/objects/twrs/small/dsc_0207_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/dsc_0207_th.jpg
